Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
176-926-920-461-953,Field research at an industrial enterprise: results and methodological reflection,2020-10-09,2020,journal article,Институт психологии Российской Академии Наук. Организационная психология и психология труда,25418688,Institute of Psychology Russian Academy of Sciences,,В.А. Толочек,"<jats:p>Цель: анализ методологических, методических и организационных аспектов проведения научно-исследовательских работ (НИР)) в современной организации. Методы: анализ научной литературы, рефлексия опыта проведения НИР. База исследований: четыре крупных промышленных предприятиях Пермского края (увеличивающих выпуск продукции в последние 3-5 лет). Мета-проблема настоящей работы - методология и методы полевых исследований как особого класса НИР,- обсуждается на примере наблюдения и изучения поведения и деятельности субъектов в разных социальных ситуациях. Показано, что разные социальные группы работников по разному относятся к обследованиям (от лояльности до открытого саботажа). Резюмируется: проведение комплексных исследований крайне сложно (в организационном, методологическом, методическом аспектах). Вариантом решения могут стать модули - операциональные единицы (включающие эмпирические данные разного рода), проведение этапных «срезов», мониторинг в продолжении 5-10 лет; объектами - целостные системы: Государство ⇆ Регион ⇆ Предприятие ⇆ Подразделения ⇆ Рабочие группы ⇆ Субъекты ⇆ Личность.</jats:p>;                                                                                             <jats:p>Purpose: analysis of the methodological, methodological and organizational aspects of research and development (R&amp;D)) in a modern organization. Methods: scientific literature analysis, reflection of research experience. Research base: four large industrial enterprises of the Perm Territory (increasing production in the last 3-5 years). The meta-problem of this work - the methodology and methods of field research (as a special class of research work) - is discussed using the example of observation and study of the behavior and activities of subjects in different social situations. It is shown that different social groups of workers have different attitudes towards surveys (from loyalty to open sabotage). It is summarized: conducting complex research is extremely difficult (in organizational, methodological, methodological aspects). Modules - operational “units” (including empirical data of various kinds, staged “slices”, monitoring for 5-10 years) can become a solution option; the objects of research are integral systems: State ⇆ Region ⇆ Enterprise ⇆ Subdivisions ⇆ Working groups ⇆ Subjects ⇆ Personality.</jats:p>",,3(),16,54,Field research; Field (mathematics); Loyalty; Empirical research; Reflection (computer programming); Knowledge management; Work (physics); Personality; Management science; Sociology; Computer science; Psychology; Business; Engineering; Social science; Social psychology; Marketing; Epistemology; Mechanical engineering; Philosophy; Mathematics; Pure mathematics; Programming language,research work (R&D); modern industrial enterprise; social systems; managers; workers; predictors; styles of business communication,,,,,http://dx.doi.org/10.38098/ipran.opwp.2020.16.3.002,,10.38098/ipran.opwp.2020.16.3.002,,,0,,0,true,,gold
179-808-377-086-793,The Impact of a Stranger's Emotional Facial Expression on the Perception of His Personality,,2021,journal article,Experimental Psychology (Russia),20727593; 23117036,Moscow State University of Psychology and Education,,V.A. Barabanschikov; A.V. Zhegallo; Y.N. Smolny; M.M. Marinova,"<jats:p>This study the role of emotional expressions of the sitter’s face in the perception of his personality traits. The scores given by observers on the scales of the “Personality Differential” for images of a calm face and the face of the same sitter, demonstrating six basic emotions, were compared. Forty-nine photographic images of the emotional states of seven sitters included in the RaFD database were used as stimulus material. A total of 193 Moscow university students (66 men and 127 women, mean age 23.3 years) participated in the experiment. A 17% statistically significant change in personality scores was recorded, two-thirds of which tended toward the positive poles of the scales. Changing perceptions of a person’s personality suggests a coherent relationship between emotion modality and personality traits. Each basic expression influences a specific group of 10-15 traits, and in different ways. Each trait relies on an affective configuration with its own specificity. Disgust has the maximum integrative influence on the view of the sitter’s personality. Joy causes extremely high positive changes, while sadness and astonishment cause moderate, symmetrical changes in the ratio of positive and negative shifts. Fear and anger lead to an equilibrium of positive and negative evaluations. The highest volume of trait changes is obtained for the “Activity” factor (A), which is associated mainly with positive shifts, the lowest volume is for the “Evaluation” factor (E), which is, together with the “Strength” factor (S), the main source of negative changes in the sitters’ perception. The volume of affective feature shifts is determined by the morphotype of the face and the individual stylistics of emotion expression. In everyday life, the possibility of affective changes in traits does not violate the general invariance of interpersonal perception.</jats:p>",14,4,23,42,Psychology; Personality; Disgust; Anger; Trait; Big Five personality traits; Sadness; Perception; Facial expression; Emotional expression; Developmental psychology; Social psychology; Communication; Neuroscience; Computer science; Programming language,activity-related experience; quality of motivation; self-determination theory; intrinsic motivation; extrinsic motivation; academic motivation,,,Russian Foundation for Basic Research,,http://dx.doi.org/10.17759/exppsy.2021140402,,10.17759/exppsy.2021140402,,,0,004-261-166-910-102; 009-995-754-788-742; 014-143-394-645-57X; 029-515-002-848-861; 036-058-060-642-522; 037-504-199-726-310; 037-771-872-261-012; 041-184-786-030-240; 044-452-945-706-680; 047-287-769-833-738; 075-290-361-616-046; 084-965-356-034-219; 127-356-861-992-332; 172-654-167-854-690,0,true,cc-by-nc,gold
179-980-642-259-400,Голос и психологические свойства человека: обзор современных исследований,2022-03-30,2022,journal article,Психология. Журнал Высшей школы экономики,18138918; 25419226,"National Research University, Higher School of Economics (HSE)",Russian Federation,А.С. Рафикова; Е.А. Валуева; А.С. Панфилова,"<jats:p>В статье представлен обзор работ по изучению взаимосвязи психологических характеристик и акустических свойств голоса. Приводятся историческая справка развития данной области исследований, основные аудиохарактеристики речи, использующиеся для анализа голоса в современных исследованиях (частота основного тона, интенсивность и скорость речи), данные исследований об акустико-просодических характеристиках эмоций, намерений и личностных свойств (лидерские качества, харизматичность, диспозиции Большой пятерки). Показано, что негативные эмоции по голосу распознаются лучше, чем положительные, наиболее точно распознаются гнев и грусть. Рассматриваются аудиокорреляты таких измерений эмоций, как валентность и активация. Описаны акустико-просодические характеристики не только базовых эмоций (гнев, счастье, грусть, страх, отвращение, удивление), но и эмоций, имеющих менее интенсивный характер, – раздражение, уступчивость, безразличие. Так же как и эмоциональная речь, комбинацией акустических свойств обладают невербальные вокализации, которые тоже могут быть спрогнозированы на основе их физических свойств. Показано, что восприятие харизматичной речи обусловлено сочетанием просодических и лексических свойств речи и роль аудиальных характеристик в распознавании харизматичности ниже, чем при распознавании эмоций, где более заметную роль играют именно голосовые характеристики, нежели лексическое содержание. При оценивании черт Большой пятерки с помощью экспертных оценок у экстраверсии было обнаружено наибольшее число значимых корреляций с акустико-просодическими и аудиальными признаками.  Рассматриваются исследования в области автоматического распознавания личности и эмоций по голосу с помощью машинного обучения и нейросетей, где в последнее время наблюдается интерес к данной теме. Современные технологии позволяют предсказывать личностные свойства с большой точностью, однако работы в этой области редко бывают основаны на той или иной теоретической модели. В заключение подчеркивается необходимость теоретического осмысления получаемых эмпирических результатов.</jats:p>",19,1,195,215,Computer science,,,,,https://psy-journal.hse.ru/data/2022/04/06/1802762736/19-01-195-215.pdf https://doi.org/10.17323/1813-8918-2022-1-195-215,http://dx.doi.org/10.17323/1813-8918-2022-1-195-215,,10.17323/1813-8918-2022-1-195-215,,,0,,2,true,,gold
181-278-123-766-023,UNDERSTANDING OF THE IMPOSSIBLE EVENTS AS A PROBLEM OF PSYCHOLOGY OF HUMAN BEING,,2020,journal article,Bulletin of the Moscow State Regional University,22240209,Federal State University of Education,,Viktor V. Znakov,"ПОНИМАНИЕ НЕВОЗМОЖНЫХ СОБЫТИЙ КАК ПРОБЛЕМА ПСИХОЛОГИИ ЧЕЛОВЕЧЕСКОГО БЫТИЯ АннотАция Цель. Постановка и анализ новой психологической проблемы -понимания субъектом событий, которые можно характеризовать как невозможные. Процедура и методы. Проблема решается с позиций психологии возможного. Правомерность её постановки обосновывается указанием на существующие в психологической науке немногочисленные исследования невозможного Я, альтернативных жизненных историй, потребности в трансцендентном, противоречащем реальному. Невозможное анализируется как неотъемлемый компонент экзистенциального опыта субъекта, понимающего мир. Результаты. Осуществлена классификация категориальных признаков обсуждаемого феномена и выделены пять значений категории «невозможное». Значения зависят как от объективных обстоятельств, так и от знаний и ожиданий познающего субъекта: противоречие между логически допустимым и физически недопустимым; «беспричинность» события; неправдоподобие; неизвестное как невозможное; бессмысленность «ситуаций невозможности». Теоретическая и/или практическая значимость. В статье понимание невозможных событий и ситуаций анализируется с точки зрения новой области психологических исследований -психологии возможного. Её развитие необходимо для совершенствования способов перебора альтернатив в искусственном интеллекте, психологического исследования вариантов жизни и других областей человеческого бытия. Ключевые словА понимание, детерминация, возможное, правдоподобное, невозможное БлАГоДАРности Исследование выполнено при финансовой поддержке РФФИ в рамках научно-исследовательского проекта № 19-013-00032 «Психология понимания: от когнитивных исследований к герменевтическому анализу и психологии человеческого бытия». стРуКтуРА Введение Психологические исследования невозможного Пять типов невозможных событий Заключение п с и х о л о г и я",,4,,,Psychology; Cognitive science; Human being,understanding; determination; possible; plausible; impossible,,,,http://dx.doi.org/10.18384/2224-0209-2020-4-1039,http://dx.doi.org/10.18384/2224-0209-2020-4-1039,,10.18384/2224-0209-2020-4-1039,3111819499,,0,152-098-513-458-333,0,true,cc-by,gold
181-459-259-757-372,"LEGAL CONSCIOUSNESS OF A REPRESENTATIVE OF A MORAL ELITE (ON THE EXAMPLE OF THE PAISIOS OF MAUNT ATHOS) PART 2: VIEWS ON DUE AND UNACCEPTABLE IN RELATIONSHIP TO OTHERS, SOCIETY IN GENERAL",,2021,journal article,Институт психологии Российской академии наук. Социальная и экономическая психология,25420852,Institute of Psychology Russian Academy of Sciences,,N.V. Borisova,,6,3,70,97,Sociology; Law; Elite; Legal consciousness,,,,,http://dx.doi.org/10.38098/ipran.sep_2021_23_3_03,http://dx.doi.org/10.38098/ipran.sep_2021_23_3_03,,10.38098/ipran.sep_2021_23_3_03,3211327342,,0,,0,true,,gold
182-030-383-566-527,DYNAMICS OF THE GENERAL FACTOR OF INTELLIGENCE AND SCIENTIFIC PROGRESS IN THE 18-20 CENTURIES,,2022,journal article,Институт психологии Российской академии наук. Социальная и экономическая психология,25420852,Institute of Psychology Russian Academy of Sciences,,A.A. Grigoriev; K.V. Sugonuaev,,7,1,28,46,Factor (programming language); Dynamics (music); Psychology; Computer science; Programming language; Pedagogy,,,,,,http://dx.doi.org/10.38098/ipran.sep_2022_25_1_02,,10.38098/ipran.sep_2022_25_1_02,,,0,,1,true,,gold
182-431-337-246-925,THE MODERN RUSSIAN FAMILY IN THE CONDITIONS OF UNCERTAINTY,,2021,journal article,Институт психологии Российской академии наук. Социальная и экономическая психология,25420852,Institute of Psychology Russian Academy of Sciences,,E.V. Kharitonova,,6,4,76,94,Mathematics,,,,,,http://dx.doi.org/10.38098/ipran.sep_2021_24_4_04,,10.38098/ipran.sep_2021_24_4_04,,,0,,1,true,,gold
185-716-049-654-842,USING SUBJECTIVE REPORT RATING SCALES TO REVEAL BASIC PROCESSES UNDERLYING INSIGHT SOLUTIONS IN ANAGRAM TASKS,2023-09-30,2023,journal article,Психология. Журнал Высшей школы экономики,18138918; 25419226,"National Research University, Higher School of Economics (HSE)",Russian Federation,Alexey A. Medyntsev,"<jats:p>The research attempted to evaluate the informativeness of subjective rating scales in order to reveal the processes underlying insightful solving of anagrams. Subjects divided into two groups solved anagrams evaluating their own solutions using rating scales of subjective characteristics taken from similar insight study (Danek et al., 2014): solution happiness, solution surprise, solution suddenness, solution certainty, and experience of an impasse. The subjects in the first group (the “Insight” group) solved regular anagrams. The second group (the “Implicit” group) solved anagrams based on a single pattern, which led to an implicit learning effect. It was expected that the values of the subjective rating scales would make it possible to separate insightful solutions of anagrams based on the realization of implicit knowledge from ordinary insightful solutions. The obtained results confirmed the validity of the assumption. The predictors of belonging to different groups were the scales of solution happiness, solution certainty and experience of an impasse. The study has demonstrated that it is possible to use subjective rating scales to separate insightful anagram solutions on the basis of processes that caused them. This indicates that such a subjective reporting technique is an informative method. The results of this study provide new possibilities for improving the self-reporting procedure in insight research.</jats:p>",20,3,445,460,Anagrams; Anagram; Psychology; Rating scale; Certainty; Happiness; Surprise; Cognitive psychology; Social psychology; Developmental psychology; Mathematics; Geometry; Management; Economics; Task (project management),,,,,https://cyberleninka.ru/article/n/using-subjective-report-rating-scales-to-reveal-basic-processes-underlying-insight-solutions-in-anagram-tasks/pdf https://cyberleninka.ru/article/n/using-subjective-report-rating-scales-to-reveal-basic-processes-underlying-insight-solutions-in-anagram-tasks,http://dx.doi.org/10.17323/1813-8918-2023-3-445-460,,10.17323/1813-8918-2023-3-445-460,,,0,,0,true,,gold
185-745-484-778-535,"Эмоциональный тон российского, итальянского, немецкого и французского новостного интернет-контента в период разворачивания пандемии COVID-19",2022-09-30,2022,journal article,Психология. Журнал Высшей школы экономики,18138918; 25419226,"National Research University, Higher School of Economics (HSE)",Russian Federation,А.С. Панфилова; Д.В. Ушаков,"<jats:p>В работе исследуются показатели эмоциональной окраски газетных новостей по тематике коронавирусной эпидемии, публиковавшихся в различных странах в наиболее яркий период начала эпидемии. Общая выборка составляет 12 000 новостных записей, опубликованных в период с 1 по 30 марта 2020 г. на итальянском, немецком, французском и русском языках. Среди рассматриваемых стран наиболее стабильной тональность публикуемых новостей наблюдалась в России, преимущественно негативная тональность новостных записей наблюдалась во Франции, а позитивная — в Италии. Показано, что тональность новостей в наибольшей степени связана с ростом пандемии, а не с абсолютными показателями ее распространения. Эмоциональный тон прессы в большей степени определялся общемировыми событиями, связанными с пандемией, чем распространением заболевания внутри собственной страны. Величина «временнjго окна», в период которого пресса сохраняла тональность публикуемых новостей, составляла 3–4 дня. С использованием метода иерархической регрессии были по­строены модели, предсказывающие тональность прессы следующего дня для каждой из анализируемых стран: Франция (R2 = 0.78), Италия (R2 = 0.75), Германия (R2 = 0.76), Россия (R2 = 0.85). Для Франции и Италии наиболее значимый вклад в эту тональность вносят параметры распространения эпидемии в мире в предшествующие 3 дня и эмоциональная тональность локальных СМИ в предыдущие 3 дня. Для Германии бjльшую объяснительную силу имеет показатель эмоционального тона прессы в предыдущие 4 дня, а также эмоциональный тон итальянских СМИ в предшествующие 1–2 дня. В России можно отметить влияние общемировых показателей распространения эпидемии и эмоциональный тон СМИ в предыдущие дни.</jats:p>",19,3,562,586,Coronavirus disease 2019 (COVID-19); 2019-20 coronavirus outbreak; Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2); Virology; Medicine; Internal medicine; Outbreak; Infectious disease (medical specialty); Disease,,,,,https://psy-journal.hse.ru/data/2022/10/31/1720393979/19-03-138-162.pdf https://doi.org/10.17323/1813-8918-2022-3-562-586,http://dx.doi.org/10.17323/1813-8918-2022-3-562-586,,10.17323/1813-8918-2022-3-562-586,,,0,,1,true,,gold
188-190-729-478-315,PSYCHOLOGICAL VULNERABILITIES OF ADVANCED DRIVER ASSISTANCE SYSTEMS USAGE,,2021,journal article,Институт психологии Российской академии наук. Организационная психология и психология труда,25418688,Institute of Psychology Russian Academy of Sciences,,Yulia V. Bessonova; Alexander A. Oboznov; Anatoliy N. Zankovskiy; Anna Yu. Akimova,,6,3,38,77,Computer security; Computer science; Advanced driver assistance systems,,,,,http://dx.doi.org/10.38098/ipran.opwp_2021_20_3_003,http://dx.doi.org/10.38098/ipran.opwp_2021_20_3_003,,10.38098/ipran.opwp_2021_20_3_003,3208813413,,0,027-260-012-179-660; 030-149-181-159-460; 030-853-176-342-26X; 033-936-079-737-617; 044-863-398-953-215; 063-462-070-483-282; 081-029-297-955-948; 098-950-277-295-601; 101-519-983-851-255; 101-604-507-533-877; 102-483-211-674-652; 153-240-801-221-649; 170-851-664-310-256; 178-053-447-361-318; 187-699-073-642-877,2,true,,gold
188-383-468-821-701,"Measurements of the ""Ability"" Phenomenon: Questions",,2024,journal article,Психология. Журнал Высшей школы экономики,18138918; 25419226,"National Research University, Higher School of Economics (HSE)",Russian Federation,Vladimir Tolochek,"<jats:p>The purpose of the study was to search for optimal measurements in a holistic description of the evolution of the phenomenon of “ability”, manifested in the processes of professional development and professional activity of the subject. Based on the analysis of scientific literature, we came to the following conclusions: 1) the effectiveness of activity and the social success of the subject have ambiguous connections with the degree of expression of abilities (giftedness, talent, genius); 2) studying abilities on samples of children and youth whose abilities are manifested in conditional activities (learning), in hobby activities, imposes restrictions; 3) the manifestations of abilities in the joint activities of highly qualified professionals remain the least studied. Using the methods of historical-theoretical and subject-categorical analysis, we have developed the author’s approach to the problem under discussion, which consists of an evolutionary-systemic description of the phenomenon. Interpreting the difference in the content of the concepts “efficiency of the subject” and “social success of the subject” as an opportunity to move towards solving open questions in the field of studying the problem of abilities, we propose to turn to a system-evolutionary description of this phenomenon through its four dimensions. In the horizontal dimension, the evolution of the phenomenon is presented as a continuum of manifestations of its following hypostases: inclinations, abilities, special abilities, professional abilities; in the vertical dimension — transformations: inclinations, abilities, giftedness, talent, genius; in the ontogenetic dimension (“age-related”, “longitudinal”) — age-related changes in a person as an individual and as a subject, structural transformations of his abilities in the process of acquiring social experience, mastering new professional functions and social roles; the “self-reference” dimension is a measure of the representation of the psychological system as an integrity to the “external observer” and the “internal observer”, to itself. Conclusions: abilities are a phenomenon that can be distributed in time and space, the manifestations of which are determined by the measure of mobilization of the capabilities of the psyche and body, the measure of integration with other systems, the safety of which is ensured by the processes of self-regulation and self-healing, periodic changes in components and structures.</jats:p>",21,1,144,166,Phenomenon; Psychology; Epistemology; Philosophy,,,,,https://psy-journal.hse.ru/data/2024/03/30/2144803977/Т. 21. № 1. 2024 144-166.pdf https://doi.org/10.17323/1813-8918-2024-1-144-166,http://dx.doi.org/10.17323/1813-8918-2024-1-144-166,,10.17323/1813-8918-2024-1-144-166,,,0,,0,true,,gold
191-921-484-649-757,Метод реляционно-ситуационного анализа текста в психологических исследованиях,2020-12-30,2020,journal article,Психология. Журнал Высшей школы экономики,18138918; 25419226,"National Research University, Higher School of Economics (HSE)",Russian Federation,С.Н. Ениколопов; Ю.М. Кузнецова; Г.С. Осипов; И.В. Смирнов; Н.В. Чудова,"<jats:p>Разработка методов искусственного интеллекта, позволяющих получать достоверную информацию о психологических особенностях человека по его речи, является одним из направлений развития психодиагностического инструментария современного уровня. Создание подобных средств подразумевает взаимодействие психологов, лингвистов и представителей компьютерной науки, поэтому требует определенной методологической базы и организационных условий. В настоящей работе описан опыт разработки отечественного диагностического инструмента анализа письменных текстов, в том числе  сетевых интеракций, осуществленной под руководством Г.С. Осипова в возглавляемом им Институте проблем искусственного интеллекта ФИЦ «Информатика и управление» РАН и при сотрудничестве с Научным центром психического здоровья, Институтом русского языка РАН и Пермским государственным университетом. В основе инструмента лежит предложенный Г.С. Осиповым метод реляционно-ситуационного анализа текста (РСА), учитывающий особенности коммуникативной грамматики русского языка Г.А. Золотовой. Из­влекаемые с помощью инструмента «Ма­ши­на РСА» данные позволяют представлять текст в виде совокупности предикатно-аргументных ролевых структур, отражающих особенности картины мира автора текста. Машина выделяет в тексте более ста семантических признаков и семантических ролей; привлечение ряда психолингвистических показателей и специально сформированных тематических групп слов расширяет перечень признаков, выявляемых «Машиной РСА», до 197. Проведенные эмпирические исследования позволили выявить специфику текста, связанную с психологическими особенностями (устанавливаемыми с помощью психодиагностических методик и экспертно), а также психиатрическим статусом (шизофрения и клиническая депрессия) испытуемых — авторов текстов, что открывает перспективы для диагностического и мониторингового применения полученных результатов. Возможность использовать данные, получаемые с помощью «Машины РСА», для машинного обучения делает инструмент адаптивным и развивающимся в соответствии с конкретными исследовательскими задачами.</jats:p>",18,4,748,769,Chemistry,artificial intelligence; text mining; relational-situational analysis; psychological characteristics; psychodiagnostics knowledge representation and reasoning; knowledge acquisition; dynamic intelligent systems; semantic search,,,,https://psy-journal.hse.ru/data/2021/12/24/1762716286/18-04-2021-92-113.pdf https://doi.org/10.17323/1813-8918-2021-4-748-769,http://dx.doi.org/10.17323/1813-8918-2021-4-748-769,,10.17323/1813-8918-2021-4-748-769,,,0,,5,true,,gold
192-660-460-561-64X,"Changes in EEG Rhythms and Heart Rate Variability in Response to Cold, Depending on the Parameters of Voluntary Attention in Young People",,2022,journal article,Experimental Psychology (Russia),20727593; 23117036,Moscow State University of Psychology and Education,,E.V. Krivonogova; O.V. Krivonogova; L.V. Poskotinova,"<jats:p>The aim of the work was to determine the relationship of individual typological reactions of bioelectric activity of the brain, variability of the cardiac heart (HRV) when exposed to cold with the parameters of voluntary attention. EEG, HRV and body temperature were recorded in the heat, with short-term air cooling (-200C, 10 minutes) and after being in the cold. The evaluation of indicators of voluntary attention was performed using the Toulouse-Pieron test and included parameters such as speed, accuracy of the test and the number of errors. The results of the study revealed three variants of the formation of adaptive reactions in response to cold. The obtained results suggest that the best indicators of voluntary attention and the effectiveness of adaptive response to cold were observed with optimal interaction of the central and autonomic nervous systems. The correlation between the low speed of the test and the high accuracy and the tension of the regulatory systems of the body in response to cold with the predominance of the activity of the sympathetic nervous system and the high activity of the hypothalamic-diencephalic structures of the brain was found. The average speed of completing test tasks with a large number of errors reveals a relationship with insufficient resource mobilization in adapting to cold with a predominance of activity of the parasympathetic nervous system and an increase in the activity of subcortical structures of the brain. Thus, in the conditions of the North, individual variants of adaptive reactions in response to cold have been identified, associated with various neurophysiological mechanisms of mobilization of functional systems and indicators of the level of voluntary attention.</jats:p>",15,1,56,71,Heart rate variability; Autonomic nervous system; Electroencephalography; Turnover; Cold stress; Heart rate; Work (physics); Psychology; Rhythm; Audiology; Neuroscience; Medicine; Internal medicine; Chemistry; Blood pressure; Engineering; Mechanical engineering; Biochemistry; Management; Economics; Gene,electroencephalogram; heart rate variability; voluntary attention; cold,,,,https://psyjournals.ru/files/129368/exppsy_2022_n1_Krivonogova_et_al.pdf https://doi.org/10.17759/exppsy.2022150104,http://dx.doi.org/10.17759/exppsy.2022150104,,10.17759/exppsy.2022150104,,,0,001-657-004-651-795; 004-537-627-390-811; 006-344-921-654-998; 007-574-922-620-896; 016-063-875-652-87X; 017-177-502-391-752; 018-382-185-023-778; 019-669-525-897-32X; 024-224-022-202-759; 026-157-347-938-831; 028-605-996-568-550; 029-876-726-859-80X; 031-876-526-612-134; 067-815-399-042-681; 075-352-010-407-729; 077-440-647-475-369; 125-570-802-927-666,2,true,cc-by-nc,gold
193-616-150-083-222,"HISTORICAL-PSYCHOLOGICAL IDEAS OF A.P. NECHAEV.PART 2: HISTORY OF PSYCHOLOGY IN DIFFERENT PERIODS, PERSONALITIES",,2021,journal article,Институт психологии Российской академии наук. Социальная и экономическая психология,25420852,Institute of Psychology Russian Academy of Sciences,,A.A. Kostrigin,,6,2,271,295,Personality psychology; Psychology; History of psychology; Psychoanalysis; Social psychology; Personality,,,,,,http://dx.doi.org/10.38098/ipran.sep_2021_22_2_11,,10.38098/ipran.sep_2021_22_2_11,,,0,,1,true,,gold
194-046-751-470-513,RUSSIAN VALIDATION OF THE ACADEMIC RESILIENCE SCALE (ARS-30) BY S. CASSIDY,,2021,journal article,Институт психологии Российской академии наук. Организационная психология и психология труда,25418688,Institute of Psychology Russian Academy of Sciences,,Yulia V. Postylyakova,,6,2,74,98,Resilience (materials science); Scale (ratio); Psychology; Political science; Geography; Physics; Cartography; Thermodynamics,,,,,,http://dx.doi.org/10.38098/ipran.opwp_2021_19_2_004,,10.38098/ipran.opwp_2021_19_2_004,,,0,,0,true,,gold
194-999-775-678-688,"PHILOSOPHICAL EXPERTISE OF AIRCRAFT ENGINEERING: ""VIRTUAL PERSON ON PAUSE""",2023-12-30,2023,book chapter,SCIENCE AND HUMAN PHENOMENA IN THE ERA OF CIVILIZATIONAL MACROSHIFT,,Institute of Philosophy Russian Academy of Sciences,,Mihail Pronin,"<jats:p>In an article written in the genre of philosophical expertise (the term by B. G. Yudin), within the framework of the virtual approach (virtualism), using the example of aircraft engineering, a “virtual conflict” is described when the manifestations of casus/incident of conflict unfold in social reality, and virtus/the force that generates conflict is located in the knowledge/cognitive structures of actors/subjects of social activity. Errors in the space of virtual conflict are introduced as a category of “virtual errors”: the history of their theorization is given; their hermeneutics in the airline industry is disclosed: the concept/construct “virtual person” within the virtual psychology (virtualism) of the scientific school of N. A. Nosov (1952–2002) in the design of promising aircraft “stands on pause” for more than 30 years leading experts do not consider this situation as a problem. To identify the nature of “negating the obvious” the term “aproblemognosy” has been introduced. The promotion of the ideas of the primacy of the virtual nature of human being and the world in relation to a wide range of technologies is hindered by the context of the understanding of virtual problems, including the nature of the effects of virtual, augmented and replacing realities (hereinafter TVR).It is demonstrated that within the worldview of the mainstream there is a macro-shift which is not distinguished by the mainstream (virtual error of “indistinguishment”): in a sphere of acknowledgment of the essence of virtuality: the concept of virtuality as the “disadvantage of being” suggested by S.S. Horuzhey (1997), primarily in Russia, has being changing to the opposite one — “doubling/overgrowth of being” by David J. Chalmers (2022): “virtual reality is genuine reality”! On their comparison, paradigmatic errors — pathologies of epistems — proposed by researchers have been revealed and their qualifications are given. Erroneous predictions given by D. J. Chalmers about future life in virtual reality as in genuine reality, are qualified in the classification of E. A. Arab-Ogly (1973) and Victor K. Ferkisa (1969) as a futurological intoxication. Failures of mainstream’s attempts to develop the idea of theorization of S.S. Horuzhey’s virtuality through the concept of “disadvantage of being” has been qualified as “theoretical intoxication” (author’s term). It is indicated and proved that the aviation industry is the only possible industry for initiating of work in the sphere of virtual psychophysiology (engineering psychology and / or ergonomics (man-machine study)). An annotated concept and a roadmap for the deployment of works in the field of aircraft has been proposed. According to the law of requisite variety — cybernetic law formulated by William Ross Ashby, — it is given an assessment of the level of maturity — worldview and value system, — of leaders and designers of the domestic aviation industry and the “pessimistic” forecast of prospects of the made offers is given.</jats:p>",,,689,717,Mainstream; Virtuality (gaming); Epistemology; Virtual reality; Cybernetics; Construct (python library); Sociology; Psychology; Computer science; Human–computer interaction; Political science; Artificial intelligence; Philosophy; Law; Programming language,,,,,,http://dx.doi.org/10.29039/map-689-717,,10.29039/map-689-717,,,0,000-190-419-954-891; 002-486-628-254-256; 005-623-939-592-129; 006-624-746-155-441; 007-651-299-384-815; 007-742-754-752-143; 014-893-997-453-035; 017-258-468-298-849; 019-482-414-194-808; 021-243-172-933-80X; 024-803-060-690-569; 025-256-812-330-424; 028-087-508-050-406; 028-674-475-230-705; 030-320-006-940-062; 030-833-405-968-381; 031-923-944-374-414; 036-571-494-812-389; 039-434-814-251-866; 040-829-572-421-472; 041-185-672-853-905; 043-420-204-396-053; 044-544-300-104-840; 048-328-363-822-988; 049-142-758-623-685; 050-733-425-011-250; 052-456-015-380-838; 053-703-591-276-643; 055-029-760-626-298; 056-249-386-454-828; 057-628-761-043-307; 058-391-551-045-498; 059-421-200-581-02X; 059-976-739-843-23X; 060-837-233-404-040; 061-288-448-325-937; 064-628-646-940-292; 066-018-005-289-481; 067-717-425-988-472; 067-767-302-189-748; 069-004-234-269-507; 069-073-877-514-894; 069-308-447-802-38X; 076-635-329-885-77X; 078-439-333-727-453; 080-802-962-387-717; 085-587-695-525-697; 092-900-477-547-371; 093-389-996-169-65X; 094-994-420-846-04X; 098-128-525-008-899; 100-337-774-793-745; 104-543-247-241-60X; 106-858-942-416-108; 107-118-137-369-612; 108-202-641-621-264; 109-342-137-785-156; 113-933-700-686-691; 114-367-328-005-118; 116-791-729-615-502; 135-643-539-175-088; 136-661-713-610-600; 144-871-427-813-445; 151-442-060-307-797; 158-431-931-009-826; 163-615-536-464-308; 167-829-668-154-52X; 174-871-107-007-370,0,true,,bronze
