Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
111-530-569-698-945,The strategy of interaction between a transitive university and external actors in ensuring the reduction of migration risks,,2019,journal article,World of Science. Pedagogy and psychology,23094265,Publishing Company World of Science LLC,,Mikhail V. Boguslavsky; Nataliya S Ladyzhets; Egor V. Neborsky; Olga Sannikova,"<jats:p>This article analyzes the issue of the strategy of interaction between a transitive university and external actors in ensuring a reduction in migration risks. Regional universities, resorting to cost reduction, often do not always can constructively construct a scientific and educational policy and internal university management. This leads to the fact that the regional university becomes a transit platform for subsequent educational and labor migration. What should be the strategy of interaction of a regional university with external actors to ensure the reduction of migration risks? Refusal of the policy of “closed doors” and structural self-identification, the result of which should be a conceptual idea as the fundamental methodological construct of the policy, are necessary conditions for ensuring the transition from the transit state of the university as a platform for educational and labor migration, to a transitive one, providing the conditions for the transition to new high-quality states as a result of resolving contradictions. Structural self-identification should be aimed at the subsequent formation of a strategic vision of oneself and instrumental ways of overcoming multi-level risks. The proactive interaction of a transitive university with external actors in ensuring the reduction of migration risks and the balanced development of the region’s human resources should include a set of priorities regarding the vital elements of the region’s ecosystem. There are areas relevant to reflecting the needs of the subjects and integratively interconnecting both the internal attitudes of the subject and the external conditions for their applicability in the region. This is a positive social infrastructure, a comfortable urban environment, the development of small and medium-sized enterprises, technological solutions, communication channels with industries and organizations, open lectures and short-term courses. The strategy of accelerated development as an initiative interaction of a regional university with external entities, including a key idea, is the main condition for the transition to a transitive state as a source of development of the socio-economic ecosystem of the region.</jats:p>",7,6,,,Business; Microeconomics; Transitive relation; Reduction (complexity),university; transit university; transitive university; educational migration; development strategy; educational systems management,,,,http://dx.doi.org/10.15862/25pdmn619,http://dx.doi.org/10.15862/25pdmn619,,10.15862/25pdmn619,3014091338,,0,,0,true,cc-by,gold
116-134-962-166-301,Psychological and Pedagogical Conditions of Development of Abilities of Children and Support of Their Giftedness in the Conditions of Realization of Educational Process,2020-02-10,2020,journal article,Bulletin of Practical Psychology of Education,26583100,Moscow State University of Psychology and Education,,S.V. Murafa; A.А. Pavlova; E.V. Trifonova,"<jats:p>&lt;p&gt;The article reveals the psychological and pedagogical conditions of the educational process aimed at the development of children's abilities and support of their giftedness. The emphasis is made on the definition of the features of interaction between teachers and children. The work is based on the specifics of the theoretical understanding of abilities, creativity and giftedness, developed in the framework of national scientific psychology. The authors consider situations in which the effect on the child become difficult-mediated and suggest the upbringing through self-upbringing and growth of his giftedness, his own creative initiative and interest for the cognition process. The authors emphasize the role of the teacher in the context of early childhood education in the development of children's giftedness.&lt;/p&gt;</jats:p>",16,2,8,14,Process management; Development (topology); Computer science; Process (engineering); Realization (systems),abilities; giftedness; educational process; psychological and pedagogical conditions; interaction of teachers and children; upbringing; education,,,,https://psyjournals.ru/files/112017/bppe_2019_n2_Murafa_Pavlova_Trifonova.pdf https://psyjournals.ru/vestnik_psyobr/2019/n2/Murafa_Pavlova_Trifonova.shtml,http://dx.doi.org/10.17759/bppe.2019160201,,10.17759/bppe.2019160201,3005765230,,0,,2,true,cc-by-nc,hybrid
116-978-296-074-527,Психологические детерминанты возникновения внутриличностных противоречий студентов,,2020,journal article,Clinical Psychology and Special Education,23040394,Moscow State University of Psychology and Education,,А С Каткова; И В Вачков,"<jats:p>The article is devoted to the study of intrapersonal contradictions which affect the formation and development of the personality of students and which also may interfere with their further professional development. The main aim of the article is to identify the general intrapersonal contradictions in prospective psychologists with the means of empirical research. The paper reveals the psychological essence of the intrapersonal contradictions of the subject from the position of foreign and domestic researchers, who singled out the multidimensional drives and needs of the individual as the main factor of the contradiction. The following determinants of the occurrence of intrapersonal contradictions are analyzed - dependence on parents, traumatic experience and object relationships. These determinants are unconscious and it causes destruction in the personal and professional development of subject. The basic provisions of the method of recognition of intrapersonal contradictions are considered, the stages of the process of research of contradictions, which are manifested in the destruction of personality behavior, are disclosed. The presence of intrapersonal problems that destruct the personal development of a future psychologist is empirically confirmed. The main contradictions, which are divided into life-affirming and destructive manifestations, are investigated.</jats:p>",9,2,246,265,Psychology,Каткова А.С.; Вачков И.В. Психологические детерминанты возникновения внутриличностных противоречий студентов [Электронный ресурс] intrapersonal contradictions; psychological determinants; personality problem; psychodynamic theory; personal development; professional training; student psychologist; psychological prevention; emotional burnout,,,,https://psyjournals.ru/psyclin/2020/n2/Katkova_Vachkov.shtml https://psyjournals.ru/files/114925/cpse_2020_n2_Katkova_Vachkov.pdf,http://dx.doi.org/10.17759/cpse.2020090213,,10.17759/cpse.2020090213,3045185324,,0,003-323-659-192-676; 024-246-910-497-142; 035-403-642-477-078; 051-986-351-846-942; 070-205-796-797-375; 072-655-956-595-600; 162-787-000-634-166,1,true,cc-by-nc,gold
118-714-529-444-618,USING METAPHORICAL ASSOCIATIVE CARDS FOR NORMALIZATION OF ANXIETY AND DEPRESSION IN STUDENTS,2022-12-20,2022,journal article,Russian Journal of Education and Psychology,27823563; 26584034,Science and Innovation Center,,Maria A. Kozlova; Aleksey V. Kozlov; Alexander V. Tarasov,"<jats:p>In modern scientific and methodological literature, the results of studies with metaphorical comparisons of punishments and applications are not fully presented, especially since there are no promising experimental studies proving their effectiveness in normalizing and preventing anxious and depressive consequences. The conducted research allows eliminating this gap and reveals the need to study the practical application of metaphorical cards and materials as a useful and convenient art therapy tool. The study involved 60 students who had problems with increased anxiety. The students were divided into control and experimental groups of 30 people each. In the control group, the following methods were used: art therapy, sand therapy, therapeutic metaphor, success modeling, and breathing relaxation exercises. The experimental group used the same methods, but with the addition of metaphorical mind cards and aids. The use of metaphorical associative. The experimental group used the same methods, but with the addition of metaphorical mind cards and materials, as part of therapy, had a positive effect on the negative emotional states of students, and gave higher results. Along with this, it should be noted that other therapeutic methods also gave a positive result in 3 sessions, most of the participants in the experiment went beyond the negative values, and positive changes were observed in all. However, the use of MAC had the best effect in the framework of short therapy and gave more positive dynamics in stabilizing the emotional background.; Purpose. Experimentally test and apply metaphorical associative cards during individual consultations to reduce anxiety, anxiety and prevent depressive states.; Methodology. In accordance with the intended purpose and the studied scientific literature, we have identified and used a standardized diagnostic technique - psychological testing, in addition, the study included a survey.; Results. As a result of the study, the effectiveness of the use of metaphorical associative cards to stabilize the emotional states of students has been scientifically substantiated and experimentally proven.; Practical implications. The study will help expand the range of use of metaphorical associative cards and materials in the work of psychologists and teachers to establish contacts, relieve anxiety and depression in older adolescents. The practical application of metaphorical cards and materials can be of great interest to specialists in general education institutions, organizations of secondary vocational education, universities, psychological and social centers.</jats:p>",13,6,181,195,Metaphor; Anxiety; Psychology; Associative property; Clinical psychology; Psychotherapist; Normalization (sociology); Cognitive psychology; Linguistics; Psychiatry; Mathematics; Philosophy; Sociology; Anthropology; Pure mathematics,,,,,http://rjep.ru/jour/index.php/rjep/article/download/260/111 https://doi.org/10.12731/2658-4034-2022-13-6-181-195,http://dx.doi.org/10.12731/2658-4034-2022-13-6-181-195,,10.12731/2658-4034-2022-13-6-181-195,,,0,,0,true,cc-by-nc-nd,gold
119-616-752-313-722,"Вопреки всем преградам, воздвигнутым самой природой",,2019,journal article,Clinical Psychology and Special Education,23040394,Moscow State University of Psychology and Education,,Т А Басилова; Е А Малхасьян,"<jats:p>This paper is dedicated to the memory of famous engineer and teacher of the deaf and hard of hearing Irina Zuckerman and her remarkable parents Veniamin Zuckerman and Zinaida Azarkh, who have done so much not only for their daughter, who lost her hearing at the age of nine, but also for Russian science and special education. Their life story stands as example of fortitude, familial and fellow solidarity, and as example of creativity that carried out victory over blindness and deafness. Venjamin Zuckerman was a famous physicist, collaborated with the most famous scientist of the world. From early childhood he suffered from a rare form of slowly progressive retinitis pigmentosa, which led to blindness at 40 years. Zinaida Azarkh is an architect by education, devoted her life to her family and her visually impaired husband, became his secretary and co-author, a loving and faithful companion for the rest of his life.</jats:p>",8,2,185,197,,tuberculous meningitis; streptomycin; Retinitis pigmentosa; acquired deafness or blindness; physics; telephone communication with deaf and deafblind people,,,,https://psyjournals.ru/psyclin/2019/n2/Basilova_Malhasyan.shtml https://psyjournals.ru/files/107560/Basilova_et_al.pdf,http://dx.doi.org/10.17759/cpse.2019080210,,10.17759/cpse.2019080210,2954721548,,0,054-429-398-535-938,0,true,cc-by-nc,gold
120-539-202-116-221,Digital ecosystem as an instrument of digital transformation of the university,,2021,journal article,World of Science. Pedagogy and psychology,23094265,Publishing Company World of Science LLC,,Egor V. Neborsky,"<jats:p>Digital transformation is inevitable, regardless of the personal attitude of people to this issue. Researchers distinguish between organizational transformation using digital technologies (identity enhancement) and digital transformation (creating a new identity). In other words, digital technologies can become a tool for non-systemic transformations of existing structures, but thanks to understanding their nature, one can find ourselves in a situation of evolution of the structures themselves and, accordingly, the daily life of a person and social practices. The article proposes the concept of the digital ecosystem of the university as an instrument of digital transformation, which contributes to the development of the digital transformation methodology and can be used as the basis for the digital maturity index of the university and the development of a calculation formula. The research findings may be of interest to policymakers in charge of digital transformation policy at universities. The article reveals that in scientific periodicals the term ""ecosystem"" is interpreted in three semantic clusters: business ecosystem; innovative ecosystems; digital ecosystems. In this study, the concept of an ecosystem is interpreted in the context of digital transformation in relation to the digital environment of the university. The digital ecosystem is an instrumental concept, i.e. a means of digital transformation that reconstructs the environment and identity of the university. The digital ecosystem as a means of digital transformation, formulated by the author of the article, structurally contains the following elements: digital environment, which includes information and technical infrastructure; interaction participants (stakeholders); system of connections between participants; involvement of participants; the functions of the university reflected in the figure; idea and values, including regarding digital technologies; digital productivity and adequacy (implementation of digital solutions used by participants to maintain the ecosystem). A digital university is not only about having a network architecture or a digitally packaged educational product. It is also about the participants, their engagement, values and digital productivity. It should be borne in mind that if digital data is a raw material for the digital economy, then digital productivity becomes an important element of human digital activity.</jats:p>",9,4,,,Digital transformation; Engineering; Digital ecosystem; Multimedia,,,,,http://dx.doi.org/10.15862/02pdmn421,http://dx.doi.org/10.15862/02pdmn421,,10.15862/02pdmn421,3193990744,,0,,7,true,cc-by,gold
121-065-606-054-332,Digital university as an integrative methodological construct,,2021,journal article,World of Science. Pedagogy and psychology,23094265,Publishing Company World of Science LLC,,Egor V. Neborsky,"<jats:p>The coronavirus pandemic has actualized the digital transition of universities. At the same time, it introduced an element of chaos. Educational policy also played a role here. At this stage, there is a contradiction that has arisen between the fragmentation of interpretations and the need to develop a digital university model. This determines the need for structuring the methodological construct of a digital university, which will allow developing not only a theoretical methodology that allows more focused theoretical and applied research, but also a practical methodology that makes it possible to more rationally structure a set of techniques and tools to achieve the goal of practical implementation of the digital transformation of universities and higher education. The author of the article formulated the methodological construct of a digital university as an integrative phenomenon. A digital university is a combination of four interdependent elements: a teaching format; digital environment; digital resources; digital platform. The digital format is a form of combining digital technologies (in what form the interaction takes place) and at the same time content (which is an act of interaction, the content itself). The digital environment is a space, a place (where interaction takes place). Digital resources are tools for activating the idea of a digital university (what the participants use). A digital platform is an algorithm, a way to implement the idea of a digital university (how interaction is embodied) and, at the same time, a platform for interaction (within which structure the interaction takes place). The article shows that a digital university cannot be interpreted solely as a twin of a ""physical"" university, since digital technologies allow creating new conditions, making changes in the real environment, organizing processes, both teaching and management. At the same time, the ""physical"" university, existing in the real, not the virtual world, is a whole space in which technical and human resources are placed. In other words, it is impossible to talk about the concept of a digital university only from the standpoint of the digital (virtual) world, or from the standpoint of only the technical infrastructure.</jats:p>",9,3,,,Construct (philosophy); Cognitive science; Computer science,,,,,http://dx.doi.org/10.15862/41pdmn321,http://dx.doi.org/10.15862/41pdmn321,,10.15862/41pdmn321,3196158769,,0,,2,true,cc-by,gold
124-873-714-264-024,Роль восприятия полиции и чиновников в агрессивности молодежи,2022-03-30,2022,journal article,Психология. Журнал Высшей школы экономики,18138918; 25419226,"National Research University, Higher School of Economics (HSE)",Russian Federation,А.А. Реан; И.Л. Шагалов,"<jats:p>В статье представлены результаты исследования агрессивности и социально-перцептивного образа полиции и чиновников в сознании молодых людей. Исследование опирается на опрос 6563 молодых людей в возрасте от 16 до 19 лет, из которых 42% мужчин (2759 чел.) и 58% женщин (3804 чел.). Опрос был проведен в восьми российских регионах. Авторы используют оригинальную методику оценки восприятия индивидами социального окружения — «80 прилагательных», а также разработанный на ее основе коэффициент позитивного восприятия. Анализ данных показал, что в молодежной аудитории проявляются эффекты агрессивности по отношению к полиции, восприятие молодежью чиновников не показало значимой связи с исследуемыми психологическими параметрами. При этом сильнее всего с негативным восприятием связана реактивная агрессивность, возникающая как ответная реакция на внешнюю агрессию или угрозу. Также установлено, что отрицательное восприятие правоохранительных органов с 1996 по 2016 г. значимым образом не изменилось, а следовательно, характеризуется высокой степенью инертности и устойчивости. Кроме того, укоренившийся в психологии тезис о влиянии полноты семьи на агрессивность личности не нашел своего подтверждения в исследовании. Вместе с тем молодые люди, воспитанные двумя родителями, демонстрируют меньший уровень застенчивости и могут более успешно преодолевать трудности социализации. Анализ экзогенных факторов агрессивности показал связь между агрессией респондентов и размером города. В больших и густонаселенных городах молодые люди более склонны к агрессии, чем их сельские сверстники.</jats:p>",19,1,93,109,Medicine,,,,,https://psy-journal.hse.ru/data/2022/04/06/1802761719/19-01-93-109.pdf https://doi.org/10.17323/1813-8918-2022-1-93-109,http://dx.doi.org/10.17323/1813-8918-2022-1-93-109,,10.17323/1813-8918-2022-1-93-109,,,0,,0,true,,gold
131-760-188-964-145,Metaphors as a tool to study cognitive models of the family,,2017,journal article,Bulletin of the Moscow Regional State University,22240209,Federal State University of Education,,Marina I. Rozenova; Mariya A. Opiteva,"МЕТАФОРЫ КАК СРЕДСТВО ИЗУЧЕНИЯ КОГНИТИВНЫХ МОДЕЛЕЙ СЕМЬИ Аннотация. В статье затрагивается проблема изучения семьи в аспекте субъективных представлений, отражающих реалии отношения человека к семье и в семье. Обосновывается и эмпирически иллюстрируется возможность изучения семейной проблематики посредством использования метафорических образов. В основной части работы представлено авторское оригинальное исследование оценки метафорических образов семьи, в котором выявлены смысло-содержательные позитивные и негативные аспекты её позиционирования. Результаты исследования свидетельствуют о возможности и эффективности применения метафорического подхода в изучении проблем семьи и содержательных характеристик индивидуального сознания в сфере семейной жизни, а также о возможности использования полученных данных в семейном консультировании. Ключевые слова: метафоры, семья, когнитивные модели семьи, метафорический подход, проблемы семьи, метафорические образы, женская психология.",,3,,,Developmental psychology; Psychology; Cognition; Cognitive psychology,metaphors; cognitive models of the family; metaphoric approach; family problems; metaphoric images; feminine psychology,,,,http://dx.doi.org/10.18384/2224-0209-2017-3-821,http://dx.doi.org/10.18384/2224-0209-2017-3-821,,10.18384/2224-0209-2017-3-821,2760086268,,0,007-494-285-566-099; 018-506-469-427-821; 037-679-840-623-849; 133-640-798-597-027,2,true,cc-by,gold
131-870-863-983-401,The use of gamification in the empathy development and prevention of bullying as a form of deviant behavior,2022-10-31,2022,journal article,Russian Journal of Deviant Behavior,27130622,Saint-Petersburg University of the Ministry of Internal Affairs of the Russian Federation,,Artur Rean; Andrey Shevchenko,"<jats:p>Introduction. The importance of this research subject reflects the fact that deviant behavior has a strong risk factor for social deprivation. The expansion of prevention methods with new means can improve the qualitative efficiency of practical work. A key part of psychological work is also the creation of methods for identifying and responding to bullying facts in the process of observation and training. Developing empathy, identifying and preventing bullying can be considered as a new form of visualization.; Objective. Analysis of the modeling basis of the gamification method for correctional training.; Methodology. Theoretical work in which the relationship between gamified learning methods and psychological phenomena that can have a productive effect on socialization is analyzed. The experience of introducing gamification in other studies for psychological support is analyzed. Using the data obtained by Russian and foreign psychologists, the authors have examined the possibility of applying the principles of gamification as a tool of correcting bullying and aggressive behavior.; Results. As a result, modern examples of the use of gamified programs in the field of empathy development and prevention of aggressive behavior were selected and described. Taking into account the foreign experience and local examples, the authors make a conclusion about the effectiveness of the use of these methods.</jats:p>",2,3,288,298,Empathy; Socialization; Psychology; Process (computing); Applied psychology; Social psychology; Computer science; Operating system,gamification; bullying; empathy; correction of aggression,,,,https://russianjournaldeviantbehavior.ru/en/storage/download/100842 https://doi.org/10.35750/2713-0622-2022-3-288-298,http://dx.doi.org/10.35750/2713-0622-2022-3-288-298,,10.35750/2713-0622-2022-3-288-298,,,0,007-519-046-378-435; 021-828-944-742-880; 027-097-613-570-908; 031-818-947-987-182; 038-350-268-041-700; 039-200-980-446-958; 040-161-398-263-087; 047-126-630-163-162; 056-765-374-104-047; 058-092-541-493-406; 087-821-940-366-470; 088-306-095-093-013; 093-035-716-624-155; 105-484-350-207-070; 134-257-994-093-621; 136-094-770-244-629; 137-766-266-180-73X; 148-078-706-062-420; 179-531-884-855-359,0,true,cc-by,hybrid
137-152-943-381-904,Cognitive maps influence over driving strategies in Russia: analyzing Driving Anger Expression Inventory (DAX) and Dula Dangerous Driving Index (DDDI) factors,,2017,journal article,Social Psychology and Society,22211527; 23117052,Moscow State University of Psychology and Education,,A I Chetverikova; V V Ermolaev; Olga Tkachenko,"<jats:p>This article summarizes our investigation of drivers cognitive maps and its influence over their behavior. 182 subjects participated in our research, i.e. 97 professional drivers, 85 car enthusiasts, 156 men and 26 women, 20—66 years old, mileage about 3—150 thousands kilometers per year. Questionnaire “Dula Dangerous Driving Index” was used on Russian subjects for the first time ever. Our results show that subjects’ need for get their rocks off when they are angered (or suspicious, or failed to trust the world around) and aggressive behavior during driving are correlated. Most drivers feel emotional tension during driving and use some self-regulation techniques to decrease the tension stabilize their emotional state. The following factors were found to correlate with one’s aggressive behavior on the road: feeling suspicious of world/self/others, low level of self-acceptance, external locus of control.</jats:p>",8,4,107,122,Psychology; Cognitive map; Dangerous driving; Index (economics); Anger expression; Applied psychology,cognitive cards; driving strategies; DAX; DDDI,,,,https://core.ac.uk/display/151142866 https://psyjournals.ru/files/89202/spio_2017_n4_Chetverinkova_Ermolaev_Tkachenko.pdf https://psyjournals.ru/social_psy/2017/n4/Chetverinkova_Ermolaev_Tkachenko.shtml,http://dx.doi.org/10.17759/sps.2017080408,,10.17759/sps.2017080408,2783849296,,0,010-820-480-487-184; 040-388-856-770-040; 073-559-376-364-511; 078-486-706-222-290; 104-821-130-251-561,2,true,cc-by-nc,gold
145-187-971-675-512,Глубинная герменевтика в визуальном анализе (на примере фильма В. Аллена «Зелиг»),,2018,journal article,Social Psychology and Society,22211527; 23117052,Moscow State University of Psychology and Education,,Е.Т. Соколова; Д.А. Хорошилов,"<jats:p>By the example of analysis of the Woody Allen’s movie Zelig the ego-states phenomenology of borderline personality with split identity is presented, of a person with inclination to various transfigurations (chameleonization), who deeply feels his foreignness in the social context, in the diversity of false facades and absurd conformism, which are designed to compensate the inner feeling of emptiness and emotional hunger with the help of manipulations. The clinical phenomenon resonates with the contemporary sociocultural trends of the society of transitivity and designates the risks of clinical deviations in the conditions of uncertainty and vagueness of boundaries of personal and social space. Deep hermeneutics, implemented in the methodology of visual analysis, is considered as a practice of research of modern culture and mass consciousness, which reveals such a scientific trend as the search for transdisciplinary intersections of clinical and social psychology in the study of social and cultural phenomena.</jats:p>",9,3,118,126,,,,,,https://psyjournals.ru/files/95744/sps_2018_n3_Sokolova_Khoroshilov.pdf https://psyjournals.ru/en/social_psy/2018/n3/Sokolova_Khoroshilov.shtml,http://dx.doi.org/10.17759/sps.2018090312,,10.17759/sps.2018090312,2898948459,,0,,1,true,cc-by-nc,gold
148-123-812-473-039,Innovative аpproaches to the еducation and upbringing of children of generations Z and α in the context of their psychological characteristics,,2024,journal article,Pedagogy and Psychology of Education,2500297x,Federal State Budgetary Educational Institution of Higher Education «Moscow Pedagogical State University» (MPGU),,T.N. Sakharova; N.A. Tsvetkova,Московский педагогический государственный,1,,,,Context (archaeology); Sociology; Psychology; Social psychology; Developmental psychology; Geography; Archaeology,,,,,,http://dx.doi.org/10.31862/2500-297x-2024-1-205-223,,10.31862/2500-297x-2024-1-205-223,,,0,,0,true,,gold
153-904-710-367-457,PSYCHOLOGICAL AGE OF ADOLESCENTS: NORMAL OR DEVIATION,2019-09-27,2019,journal article,Modern Psychology,27382664; 25792504,Yerevan State University,,А. N. Khovrin; G. B. Khovrina,"<jats:p>Problem’s urgency is based on the necessity to study students’ psychological features during the stage of transition from Elementary to Secondary school. On this stage of development the changes in attitude towards teacher and school education are natural. They depend on the change of eras, transition from childhood to adolescence, start of teen-age crisis and can be perceived as an indicator of changes in child’s development. This paper’s goal is to show the psychological features of students, who are entering Secondary school. The primary methods of our research were questionnaire survey, stating experiment and projective method. Research data shows significant difference between students’ psychological and chronological (passport) age. Psychological age of most students, who enter Secondary school, is primary school age and it impedes the process of education and interaction with teachers. Research data, presented in the paper may help teachers, parents and students understand the reasons of school problems and help children to adapt to the new system of social relations.</jats:p>",2,3 (5),22,26,Psychology; Developmental psychology; Transition (genetics); Projective test; Junior school; Mathematics education; Biochemistry; Chemistry; Psychoanalysis; Gene,attitude psychology; psychological age; self-consciousness,,,,https://journals.ysu.am/index.php/modern-psychology/article/download/Vol.2_No.2%285%29_2019_pp.022-026/Vol.2_No.2%285%29_2019_pp.022-026.pdf https://doi.org/10.46991/sbmp/2019.2.2(5).022,http://dx.doi.org/10.46991/sbmp/2019.2.2(5).022,,10.46991/sbmp/2019.2.2(5).022,,,0,,0,true,,bronze
155-709-903-783-923,Предисловие тематического редактора,,2021,journal article,Clinical Psychology and Special Education,23040394,Moscow State University of Psychology and Education,,I V Vachkov,"<jats:p>Когда выходит особый — тематический — номер журнала, это большое ; и важное событие для всей редакции. Такой номер готовится с особой тщательностью. Статьи подбираются (разумеется, с учетом очереди поступления) в соответствии с выбранной тематикой и рассматриваются очень строго и членами редколлегии, и специально обобранными рецензентами.; Перед вами, уважаемые читатели, именно такой тематический номер — «Реабилитация, коррекция и сопровождение лиц с ОВЗ». Для нашего журнала эта тема, конечно же, не нова. Но впервые за почти десять лет существования издания мы решили посвятить ей специальный номер. Это решение связано с непреходящей актуальностью проблемы оказания помощи людям, имеющим ограниченные возможности здоровья. К сожалению, таких людей не становится меньше. ; И особенно важно обратить внимание на детей с ОВЗ, кому посвящены многие статьи этого номера.</jats:p>",10,2,1,2,,,,,,https://psyjournals.ru/psyclin/2021/n2/vachkov.shtml https://psyjournals.ru/files/121658/cpse_2021_n2_Vachkov.pdf,http://dx.doi.org/10.17759/cpse.2021100201,,10.17759/cpse.2021100201,3183407248,,0,,0,true,cc-by-nc,gold
168-519-441-845-37X,Summer pedagogical practice of МPSU students in organizations of children’s recreation and health improvement as counselors,,2020,journal article,Pedagogy and Psychology of Education,2500297x,Federal State Budgetary Educational Institution of Higher Education Moscow Pedagogical State University,,Natalia Y. Leskonog; Lyubov F. Shalamova,"<jats:p>In 2017, according to the decision of the Department of State Policy in the field of education of children and youth of the Ministry of Education and Science of Russia, a project called the All-Russian counselor school was launched on the basis of Moscow Pedagogical State University. The article analyzes some results of a sociological survey of MPGU students who had pedagogical practice in the summer of 2019 in organizations of recreation and health improvement of children. Channels for informing students about various practice bases, conditions created for the organization of practice, difficulties experienced by students, etc. are considered. As a result of the study, a conclusion was drawn on the relevance of improving the system of additional continuing education of participants in student teaching teams, recommendations are given on how to improve the organization of summer teaching practice and assess the quality of training students for counseling activities.</jats:p>",,"2, 2020",139,149,Recreation; Psychology; Health improvement; Medical education,,,,,http://dx.doi.org/10.31862/2500-297x-2020-2-139-149,http://dx.doi.org/10.31862/2500-297x-2020-2-139-149,,10.31862/2500-297x-2020-2-139-149,3059587866,,0,,1,true,,gold
188-446-361-426-539,"Children's Play in Cultural-Historical Psychology: Substitution, Loss and Recreation of the Ideal Form of Activity in the Educational Space",,2022,journal article,Cultural-Historical Psychology,18165435; 22248935,Moscow State University of Psychology and Education,,E.V. Trifonova,"<jats:p>The article deals with the problem of children’s play from the standpoint of the Cultural-Historical Psychology. The fact that developed forms of play are rather rare in the life of contemporary children is considered from the position of the absence in their life of the ideal form of the play, which inevitably leads to the impossibility of appropriating the corresponding activity. The distortion and loss of the ideal form of play has a long history and did not occur immediately. Based on the analysis of documentary sources (methodical letters, periodicals, scientific literature, etc.), it is shown how teachers’ ideas about children’s play changed, what forms of play were broadcast to children in educational organizations and what other channels of assigning play experience were at the disposal of children in different historical periods. The article describes the developed forms of play and indicates what conditions are necessary for their emergence.</jats:p>",18,3,5,12,Ideal (ethics); Impossibility; Recreation; Space (punctuation); Sociology; Epistemology; Aesthetics; Psychology; Social psychology; Law; Political science; Philosophy; Linguistics,ideal form of the play; children's independent symbolic play; creative play; organized play; story-role-playing play; fantasy play; the leading activity of a preschooler,,,,https://psyjournals.ru/files/132415/chp_2022_n3_Trifonova_ru.pdf https://doi.org/10.17759/chp.2022180301,http://dx.doi.org/10.17759/chp.2022180301,,10.17759/chp.2022180301,,,0,106-151-297-822-736,6,true,cc-by-nc,gold
